,formula,full_name,ave_ele_diele,ave_ion_diele,band_gap,cbm_d,cbm_f,cbm_p,cbm_s,formation_energy,vbm_d,vbm_f,vbm_p,vbm_s,ave_bec,bader_charge,bader_volume,nn_ave_ave_bec,nn_ave_bader_charge,nn_ave_eleneg,nn_max_ave_bec,nn_max_bader_charge,nn_max_eleneg,nn_min_ave_bec,nn_min_bader_charge,nn_min_eleneg,o2p_center_from_vbm,O,Ge,Al,vacancy_formation_energy,Pb,Zn,Bi,Ag,As,Cu,Sb,Mo,Tl,B,Ba,Ca,W,Cd,Pt,Ce,Hf,In,Ga,La,Ta,Mg,Si,Sc,Sn,Sr,Ti,Y,Zr,Nb,Na,V,Au,Li,Be,Hg,Pd,Cr,Cs,K,Re,Rb
202,BaCdO2,BaCdO2_Va_O1,5.353496333333332,12.162706666666667,0.9423999999999999,0.052392665839245185,0.0,0.4143529229664953,0.5332544111942598,-2.1459757218749997,0.13195236773802288,0.0,0.8576859085039614,0.01036172375801586,-2.4588966666666665,-1.2611359999999996,14.451064,2.150341011000411,1.104224610542091,1.4836512633527517,2.691216666666667,1.4875360000000004,1.69,2.270513333333333,1.0942399999999992,0.89,2.0477233734399802,0.059556213212041124,0.0,0.0,2.2857656811512364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38821513721040063,0.0,0.0,0.5522286495775584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,BaCeO3,BaCeO3_Va_O1,5.079621666666667,20.415422333333336,2.8160000000000003,0.009983325154379491,0.9727339579150285,0.015871576511442033,0.0014111404191492376,-3.5906097180000005,0.01980812688934559,0.11512448425635702,0.8600116466581115,0.005055742196185522,-2.7434433333333335,-1.3134550000000003,15.747324,1.7854921128479997,0.8495086272434936,1.8350108684217412,5.589683333333333,2.368728000000001,1.12,2.6318699999999997,1.537972,0.89,1.4264059625723657,0.34061108540637813,0.0,0.0,3.117252769801058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326986303135028,0.0,0.0,0.0,0.0,0.33240261145859373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,BaCeO3,BaCeO3_Va_O2,5.079621666666667,20.415422333333336,2.8160000000000003,0.009983325154379491,0.9727339579150285,0.015871576511442033,0.0014111404191492376,-3.5906097180000005,0.01980812688934559,0.11512448425635702,0.8600116466581115,0.005055742196185522,-2.7390566666666665,-1.29319,15.409308,1.8392315870370803,0.8740352270816812,1.810524567323138,5.589683333333333,2.368728000000001,1.12,2.6318699999999997,1.537972,0.89,1.4759702902994876,0.33093881110954526,0.0,0.0,3.1251180143363237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358846715261189,0.0,0.0,0.0,0.0,0.33317651736433596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,BaGa2B2O7,BaGa2B2O7_Va_O1,3.249229666666667,5.34026,4.0866999999999996,0.01847253065241808,0.0,0.23497046598253188,0.7465570033650502,-2.7636706123611106,0.054972417230463304,0.0,0.9363002893417235,0.008727293427813212,-1.9437066666666667,-1.2361649999999997,14.374426,1.3769630560440962,0.7841143870594217,2.0813793101847797,2.8243566666666666,1.7861770000000003,1.81,2.7047033333333332,1.5844489999999993,0.89,1.866419096298746,0.30444332090299947,0.0,0.0,3.621720748461952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001383594241481404,0.2444512234289824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4509670962438701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,BaGa2B2O7,BaGa2B2O7_Va_O2,3.249229666666667,5.34026,4.0866999999999996,0.01847253065241808,0.0,0.23497046598253188,0.7465570033650502,-2.7636706123611106,0.054972417230463304,0.0,0.9363002893417235,0.008727293427813212,-1.7264100000000002,-1.1191259999999996,14.490749,1.3299595834295432,1.0218558528962665,2.183171644268999,2.7047033333333332,1.7861770000000003,2.04,2.1914866666666666,1.704633,0.89,4.10971585937684,0.23796790823054748,0.0,0.0,3.3634981886891593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5750756397119862,0.15976461226146818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027191839795998315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,BaGa2B2O7,BaGa2B2O7_Va_O3,3.249229666666667,5.34026,4.0866999999999996,0.01847253065241808,0.0,0.23497046598253188,0.7465570033650502,-2.7636706123611106,0.054972417230463304,0.0,0.9363002893417235,0.008727293427813212,-1.7811266666666665,-1.170916,14.138867,1.4412086096964671,0.9966271226312241,2.177652698351102,2.8243566666666666,1.7861770000000003,2.04,2.1914866666666666,1.5844489999999993,0.89,3.0107618446602507,0.24000703119355773,0.0,0.0,4.306586375097774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167829078655056,0.12980307750376427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134069834371724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,BaGa2B2O7,BaGa2B2O7_Va_O4,3.249229666666667,5.34026,4.0866999999999996,0.01847253065241808,0.0,0.23497046598253188,0.7465570033650502,-2.7636706123611106,0.054972417230463304,0.0,0.9363002893417235,0.008727293427813212,-1.7801566666666666,-1.2290869999999998,13.124292,0.9984418447480568,0.6468963743482881,2.413505392208307,2.8243566666666666,1.704633,3.44,-1.7801566666666666,-1.2293079999999996,1.81,2.8267349497719536,0.35141552487529254,0.0,0.0,4.297949204699917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881159973107915,0.03866151382598058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3218069639879354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,BaGa4O7,BaGa4O7_Va_O1,3.3827010000000004,6.3842946666666665,2.4256,0.013238514517876401,0.0,0.2698771399174728,0.716884345564651,-2.486273411249999,0.04284862352238863,0.0,0.9543718376526327,0.00277953882497887,-1.9701333333333333,-1.060823,16.068654,1.5650258239699903,0.8513563107661692,2.184562762634154,2.763263333333333,1.6223810000000007,1.81,2.71331,1.437322,1.81,3.418343293318623,0.25152267428670627,0.0,0.0,2.8898694193552057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038499126579540806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7099781991337532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,BaGa4O7,BaGa4O7_Va_O2,3.3827010000000004,6.3842946666666665,2.4256,0.013238514517876401,0.0,0.2698771399174728,0.716884345564651,-2.486273411249999,0.04284862352238863,0.0,0.9543718376526327,0.00277953882497887,-1.95651,-1.2139129999999998,15.455715,1.4452266731027483,0.9211496356046781,2.031120713759927,2.71331,1.8117590000000003,1.81,2.62214,1.6223810000000007,0.89,2.3815695472863627,0.26816831235766775,0.0,0.0,3.5725117855337647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23477569063377346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4970559970085588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,BaGa4O7,BaGa4O7_Va_O3,3.3827010000000004,6.3842946666666665,2.4256,0.013238514517876401,0.0,0.2698771399174728,0.716884345564651,-2.486273411249999,0.04284862352238863,0.0,0.9543718376526327,0.00277953882497887,-1.9011766666666665,-1.1359579999999996,18.732895,1.1750130831655226,0.6933263396372591,2.2079276758982274,2.763263333333333,1.8117590000000003,1.81,2.62214,1.437322,0.89,2.430248638420524,0.33014462716263066,0.0,0.0,3.4637445156588917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15240007214876167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5174553006886077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,BaGa4O7,BaGa4O7_Va_O4,3.3827010000000004,6.3842946666666665,2.4256,0.013238514517876401,0.0,0.2698771399174728,0.716884345564651,-2.486273411249999,0.04284862352238863,0.0,0.9543718376526327,0.00277953882497887,-1.9196600000000001,-1.109426,13.460343,1.228662630080648,0.6699578352010117,2.207244346453633,2.763263333333333,1.8117590000000003,3.44,-1.9196600000000001,-1.109426,0.89,2.4264080351591204,0.3228117561547047,0.0,0.0,3.265648159709074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14015088704188658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5370373568034087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,BaGeO3,BaGeO3_Va_O1,3.3553223333333335,7.684764333333334,3.4095,0.0307030268482592,0.0,0.40641116035196645,0.5628858127997742,-2.6960020335,0.036571330204420036,0.0,0.9588349976532589,0.004593672142320789,-1.9101366666666666,-1.204643,17.523655,1.2325977130757173,0.7638789942234206,2.0186865948217916,3.08473,1.848795,3.44,-1.9423033333333333,-1.2081489999999997,0.89,1.4909966374479067,0.3352005956730904,0.24457596058518846,0.0,2.838170724500455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42022344374172127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,BaGeO3,BaGeO3_Va_O2,3.3553223333333335,7.684764333333334,3.4095,0.0307030268482592,0.0,0.40641116035196645,0.5628858127997742,-2.6960020335,0.036571330204420036,0.0,0.9588349976532589,0.004593672142320789,-1.9007166666666666,-1.2081489999999997,18.753249,1.2746207109223158,0.7909888872326728,2.0131570978094837,3.08473,1.848795,3.44,-1.9423033333333333,-1.204643,0.89,1.4936078308699072,0.3269813105530585,0.25835246062427175,0.0,2.831752251157943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4146662288226698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,BaGeO3,BaGeO3_Va_O3,3.3553223333333335,7.684764333333334,3.4095,0.0307030268482592,0.0,0.40641116035196645,0.5628858127997742,-2.6960020335,0.036571330204420036,0.0,0.9588349976532589,0.004593672142320789,-1.9423033333333333,-1.193492,15.603734,1.307783070940417,0.8315153562423155,2.3165113687494046,3.08473,1.991645,3.44,-1.9101366666666666,-1.2479139999999997,0.89,2.730229943585275,0.3420166170807252,0.494972317137103,0.0,2.4396285065035874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1630110657821718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,BaGePbO4,BaGePbO4_Va_O1,4.260979,10.958143666666667,3.3755,0.08511875964185638,0.0,0.7560532280955548,0.15882801226258872,-2.3497993528571435,0.0271424049092858,0.0,0.8663531789279472,0.10650441616276762,-2.2530566666666663,-1.251385,17.62285,1.6593265235829193,0.9146191989993216,2.2075584447447465,3.3095033333333332,1.881271,2.33,2.7514600000000002,1.430368,0.89,2.290866305566537,0.2518951090158187,0.23811970732198137,0.0,2.317810102001155,0.283702669829021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22628251383317896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,BaGePbO4,BaGePbO4_Va_O2,4.260979,10.958143666666667,3.3755,0.08511875964185638,0.0,0.7560532280955548,0.15882801226258872,-2.3497993528571435,0.0271424049092858,0.0,0.8663531789279472,0.10650441616276762,-2.223183333333333,-1.1495759999999997,17.093481,1.7254582577657913,0.9508113758646483,2.110424425675723,3.3095033333333332,1.881271,2.33,2.7514600000000002,1.430368,0.89,1.6952815919881998,0.23781203416242488,0.24448252731151043,0.0,2.7724702706881565,0.236238408314339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2814670302117257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,BaGePbO4,BaGePbO4_Va_O3,4.260979,10.958143666666667,3.3755,0.08511875964185638,0.0,0.7560532280955548,0.15882801226258872,-2.3497993528571435,0.0271424049092858,0.0,0.8663531789279472,0.10650441616276762,-2.21454,-1.347734,17.50901,1.2801318412485039,0.7066990804437263,2.2985402101320074,3.3095033333333332,1.881271,3.44,-2.21454,-1.3278109999999996,0.89,2.0406621833416136,0.32832026342764375,0.25653742981025046,0.0,2.3951274725023044,0.19722334514169126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21791896162041444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,BaGePbO4,BaGePbO4_Va_O4,4.260979,10.958143666666667,3.3755,0.08511875964185638,0.0,0.7560532280955548,0.15882801226258872,-2.3497993528571435,0.0271424049092858,0.0,0.8663531789279472,0.10650441616276762,-2.2174933333333335,-1.138586,15.18504,1.5902545548371134,0.8694358444574801,2.177517978021965,3.3095033333333332,1.881271,2.33,2.7514600000000002,1.449681,0.89,2.340345299702852,0.26429520323905953,0.23710201641178413,0.0,2.408856036792394,0.24167427179247553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2569285085566809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,BaHf(BO3)2,BaHf(BO3)2_Va_O1,3.390382666666667,8.622676,4.7164,0.7551488913230697,0.0,0.20212080123227083,0.04273030744465915,-3.4097016038333336,0.025107510225009722,0.0,0.9642645333000066,0.010627956474983966,-2.1148566666666664,-0.9190310000000004,12.671437,1.3619980916188026,0.6258488850541906,2.2119904848362326,5.261263333333333,2.1166929999999997,3.44,-2.1148566666666664,-1.152329,0.89,2.970114580217019,0.34362387417868295,0.0,0.0,4.1637448671351684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32818806291065866,0.16152139624399162,0.0,0.0,0.0,0.0,0.0,0.1666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,BaHf(SiO3)3,BaHf(SiO3)3_Va_O1,2.9677063333333336,5.8078563333333335,4.7369,0.6613372782599612,0.0,0.1588675022037358,0.17979521953630245,-3.519880910357143,0.014294608920518273,0.0,0.9833253106062504,0.002380080473231154,-1.78946,-1.443257,17.098327,0.9353525186731919,0.8887066379520654,2.4984626099981426,3.3238133333333337,2.8081899999999997,1.9,3.32381,2.805421,1.9,3.4487876770446126,0.43832854973114355,0.0,0.0,4.3884754614804145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07580530355229587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4858661467165606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,BaHf(SiO3)3,BaHf(SiO3)3_Va_O2,2.9677063333333336,5.8078563333333335,4.7369,0.6613372782599612,0.0,0.1588675022037358,0.17979521953630245,-3.519880910357143,0.014294608920518273,0.0,0.9833253106062504,0.002380080473231154,-2.0581366666666665,-1.4001580000000002,15.967713,1.1719852475166594,0.7519437738523084,2.3591020283342625,5.028966666666666,2.805421,1.9,2.7168033333333335,1.8941389999999991,0.89,2.4421339797675907,0.4475023918010948,0.0,0.0,4.423579263848733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287640148905188,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.25706692664171976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,BaHfO3,BaHfO3_Va_O1,4.645095,31.840243,3.4788,0.9680846890895272,0.0,0.03142432632804683,0.0004909845824259357,-3.7867155090000013,0.021405910426312035,0.0,0.9768822981073646,0.001711791466323396,-2.86439,-1.4750269999999999,14.535889,1.909593333333333,0.9827191666666664,1.8766666666666665,5.87293,2.9099139999999997,3.44,-2.86439,-1.4861009999999997,0.89,1.8709879346998495,0.33333333333333337,0.0,0.0,3.9828377918583975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,BaHgO2,BaHgO2_Va_O1,3.682696,4.3488386666666665,2.3226,0.28138858855579774,0.0,0.5834409759033784,0.1351704355408239,-1.9624375387499997,0.14136748094800353,0.0,0.8535337502219683,0.005098768830028173,-1.904976666666667,-0.5894890000000004,17.939639,1.2396950230708395,0.5308288702040119,1.7727104854696702,2.7696966666666665,1.592148,3.44,-1.904976666666667,-0.5894890000000004,0.89,1.847061076278992,0.2204720173749792,0.0,0.0,2.093446079811926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49078308067594556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2887449019490752,0.0,0.0,0.0,0.0,0.0,0.0
225,BaLa2O4,BaLa2O4_Va_O1,4.039873,13.816214,3.4883,0.656753823296939,0.055881199251000005,0.1610557234597829,0.1263092539922775,-3.582359615714285,0.03027795766474699,0.04986292651347022,0.9165865401359128,0.0032725756858698832,-2.59163,-1.3081060000000004,17.128391,1.8543254869559482,0.9478547004771792,1.675891239093265,3.85225,1.9509550000000004,1.1,2.66202,1.4573800000000006,0.89,1.2070245224805107,0.2670161721934372,0.0,0.0,4.070774098616281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2329838278065628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,BaLa2PdO5,BaLa2PdO5_Va_O1,5.8087946666666666,22.72138766666667,2.4284999999999997,0.6044884491802376,0.047930212247057985,0.30793545891902235,0.03964587965368221,-3.0277652011111105,0.5581323125682287,0.017947099856710856,0.41814495986919975,0.00577562770586083,-2.4425033333333332,-1.3734469999999996,13.900065,1.77489758336621,0.9945643628138285,1.8326210537551288,4.426596666666666,2.1294319999999995,2.2,0.8767466666666667,0.977449,0.89,2.79707369750751,0.2256826198062021,0.0,0.0,2.554759844719098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1817612334601853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37192561724701745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22063052948659526,0.0,0.0,0.0,0.0,0.0
227,BaLa2PdO5,BaLa2PdO5_Va_O2,5.8087946666666666,22.72138766666667,2.4284999999999997,0.6044884491802376,0.047930212247057985,0.30793545891902235,0.03964587965368221,-3.0277652011111105,0.5581323125682287,0.017947099856710856,0.41814495986919975,0.00577562770586083,-2.8191233333333336,-1.3745450000000003,13.668242,1.716479487145805,0.8008399209291599,1.8922259559932308,4.426596666666666,2.1347699999999996,1.1,2.859196666666667,1.6620209999999993,0.89,1.7028814899848115,0.35435990830214986,0.0,0.0,3.873605014389031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17607728301809644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46956280867975375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,BaLa2PtO5,BaLa2PtO5_Va_O1,5.867136333333334,23.201233000000002,2.2371999999999987,0.6007500166383061,0.13858611058214093,0.22379864448306702,0.03686522829648628,-3.030801111111111,0.5851146118827764,0.01910791235379631,0.3914146399290915,0.004362835834335955,-2.8370366666666667,-1.331715,13.296601,1.767944776030251,0.7795182229373464,1.8949483062021728,4.518836666666666,2.1015820000000005,1.1,2.90109,1.6151479999999996,0.89,2.15338404248823,0.35556289909860717,0.0,0.0,3.8335285538103543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17651846518365655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46791863571773623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,BaLa2PtO5,BaLa2PtO5_Va_O2,5.867136333333334,23.201233000000002,2.2371999999999987,0.6007500166383061,0.13858611058214093,0.22379864448306702,0.03686522829648628,-3.030801111111111,0.5851146118827764,0.01910791235379631,0.3914146399290915,0.004362835834335955,-2.41476,-1.375572,13.538515,1.7487560187765099,0.9832555689667202,1.8507016565950523,4.518836666666666,2.1015820000000005,2.28,0.5573,0.9831380000000003,0.89,3.438062078571193,0.22610543718905654,0.0,0.0,2.5248414033972812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18116632848883452,0.0,0.0,0.0,0.22005073097908073,0.0,0.0,0.0,0.0,0.3726775033430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,BaLiBO3,BaLiBO3_Va_O1,3.259809333333333,7.717720333333333,4.3964,0.6166699406350588,0.0,0.27859151008314786,0.10473854928179319,-2.9588598808333337,0.017937745934567925,0.0,0.9786765801677195,0.0033856738977126755,-1.8912799999999999,-1.4408130000000003,14.871236,1.3918163348796584,1.070738007763111,1.6729691364717565,2.721486666666667,1.968812,2.04,1.0026933333333332,0.6414839999999999,0.89,2.577250853989843,0.16915378117752053,0.0,0.0,4.331915393334127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2915175173521066,0.35730815131307697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1820205501572958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,BaLiBO3,BaLiBO3_Va_O2,3.259809333333333,7.717720333333333,4.3964,0.6166699406350588,0.0,0.27859151008314786,0.10473854928179319,-2.9588598808333337,0.017937745934567925,0.0,0.9786765801677195,0.0033856738977126755,-1.87707,-1.5132339999999997,14.501247,1.5410676460874695,1.1921666708996108,1.4289886026329244,2.721486666666667,1.995442,2.04,1.0026933333333332,0.634952,0.89,2.691006742313024,0.06993296492764858,0.0,0.0,4.298691217392023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28516762066026685,0.28137965543304483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3635197589790399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,BaLiBO3,BaLiBO3_Va_O3,3.259809333333333,7.717720333333333,4.3964,0.6166699406350588,0.0,0.27859151008314786,0.10473854928179319,-2.9588598808333337,0.017937745934567925,0.0,0.9786765801677195,0.0033856738977126755,-1.85679,-1.4273499999999997,13.987402,1.4170846313299819,1.1032242713763065,1.5375490131051799,2.721486666666667,1.995442,2.04,1.0026933333333332,0.6414839999999999,0.89,2.646135996449018,0.11337214388117331,0.0,0.0,4.328759830485708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2867700615663326,0.2813636233646551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31849417118783907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,BaMoO4,BaMoO4_Va_O1,3.666693,5.905020333333333,3.7787,0.7070385390423224,0.0,0.28861715851179465,0.004344302445882905,-2.6545541241666673,0.01360728833724328,0.0,0.9824997931356122,0.003892918527144603,-1.7252433333333332,-0.8139979999999998,15.559296,0.8626199999999999,0.4171797174023567,2.4825,3.8285199999999997,2.220286,3.44,-1.7252433333333332,-1.068677,0.89,1.8046637306222852,0.5,0.0,0.0,2.543915371998998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
